id,created_at,text
579127116584722433,2015-03-21 03:47:18,b'Dianggap temen sama orang yg kita sayang teh rasanya kaya ditodong begal tp euweuh nu nulungan :('
579125701401452544,2015-03-21 03:41:41,b'RT @rocket_rockers: selamat hari raya Nyepi buat temen-temen yang merayakannya :)'
578783460988317696,2015-03-20 05:01:45,b'@ComicSunda nyuung keun pin na Mang ??'
578782469152862208,2015-03-20 04:57:48,b'HAYANG DI LUHUR TAPI KALAKUAN NINCEUK WAE ANU DI HANDAP.. MOAL DI IJABAH KU ALLOH NA OGE.. *omean'
578779310154067969,2015-03-20 04:45:15,b'RT @aprilian_da: Hhhhhhaaaaaaaaaa..... http://t.co/bjkfVmejno'
578520985961263104,2015-03-19 11:38:46,"b'Tukang gehu titis :v wkwkwk RT@FadhlanGehu ""naon aya ngaran urang? Urang teu apal nanaon !!'"
578520767467401216,2015-03-19 11:37:54,"b'RT @FadhlanGehu: ""@dicky_014: udud potong disimpen dinu saku salah saha? Tukang parkir? Tukang gehu tiis? :((""naon aya ngaran urang? Urang \xe2\x80\xa6'"
578496411156660224,2015-03-19 10:01:07,b'udud potong disimpen dinu saku salah saha? Tukang parkir? Tukang gehu tiis? :(('
578491850056564737,2015-03-19 09:42:59,b'@widantyalfiaani folback nya :('
578491198643441665,2015-03-19 09:40:24,"b'@MAFIAclothes bro, kaos na di kirim atawa buka toko gan :( ?'"
578490589966045186,2015-03-19 09:37:59,"b'@MAFIAclothes baju na , di kirim atawa buka toko bro ???'"
578490042206674944,2015-03-19 09:35:48,b'@BelegugPisan @MAFIAclothes kaos na mun jang lalaki aluss teu nya ?'
578489147754582016,2015-03-19 09:32:15,b'Di imah weh urng mah...'
578486801481883648,2015-03-19 09:22:55,b'@ComicSunda nyaan etatehh :( ?'
577447607229796352,2015-03-16 12:33:32,b'@infowatir ari pharel wiliam teh saha kang :('
577048048573919232,2015-03-15 10:05:50,"b""RT @hitmansystem: Praktekkin jangan lupa yeahhh RT @dicky_014: baca artikel hitman di web , jadi nambah percaya diri :') makasih min"""
576994076731396096,2015-03-15 06:31:22,"b""@hitmansystem baca artikel hitman di web , jadi nambah percaya diri :') makasih min"""
576893139153084416,2015-03-14 23:50:17,b'#HajiLulungEffect teh sahaa ?? :(( asa loba nu ngomongkeunn'
576892775255273473,2015-03-14 23:48:50,b'Plis anyingggg meni rudet sia goblog alungken ka susukan gera ku aing;(((('
576701313699835904,2015-03-14 11:08:02,b'@angelcomee follback dong kak :)'
576700468253962240,2015-03-14 11:04:40,b'siap2 ah kedap deui OTW Pussen arhanud Cimahi FREE ! #ggmildTour2015'
576699729943232512,2015-03-14 11:01:44,b'RT @BugssbunnyMusic: Malam ini @donlegoband @ROSEMARYsk8punk @saintlocoband jam 7 malam di Pussen arhanud Cimahi FREE ! #ggmildTour2015 htt\xe2\x80\xa6'
576699248000958464,2015-03-14 10:59:49,b'@FadhlanGehu sip'
576699205399408641,2015-03-14 10:59:39,b'RT @FadhlanGehu: @dicky_014 stalker sia mah'
